央视频道,#genre#
北京卫视,http://202.99.141.84:8686/rtp/239.253.92.87:8014
北京卫视,http://123.174.106.11:8888/udp/239.1.1.41:8041
北京卫视,http://1.70.34.15:8085/udp/239.1.1.41:8041
北京卫视,http://180.158.201.25:2048/udp/239.45.3.229:5140
北京卫视,http://113.109.250.162:9999/udp/239.77.0.51:5146
北京卫视,http://113.109.250.162:9999/udp/239.77.1.14:5146
北京卫视,http://113.109.250.162:9999/udp/239.77.1.4:5146
北京卫视,http://113.109.250.162:9999/udp/239.77.1.151:5146
北京卫视,http://113.109.250.162:9999/udp/239.77.0.91:5146
北京卫视,http://222.70.145.55:10010/udp/239.45.3.229:5140
厦门卫视,http://123.174.106.11:8888/udp/239.1.1.71:8071
厦门卫视,http://1.70.34.15:8085/udp/239.1.1.71:8071
吉林卫视,http://202.99.141.84:8686/rtp/239.253.92.202:6147
吉林卫视,http://123.174.106.11:8888/udp/239.1.1.30:8030
吉林卫视,http://1.70.34.15:8085/udp/239.1.1.30:8030
吉林卫视,http://180.158.201.25:2048/udp/239.45.0.6:5140
吉林卫视,http://222.70.145.55:10010/udp/239.45.0.6:5140
四川卫视,http://202.99.141.84:8686/rtp/239.253.92.16:6043
四川卫视,http://123.174.106.11:8888/udp/239.1.1.29:8029
四川卫视,http://1.70.34.15:8085/udp/239.1.1.29:8029
四川卫视,http://180.158.201.25:2048/udp/239.45.1.83:5140
四川卫视,http://113.109.250.162:9999/udp/239.77.0.60:5146
四川卫视,http://113.109.250.162:9999/udp/239.77.1.30:5146
四川卫视,http://113.109.250.162:9999/udp/239.77.1.215:5146
四川卫视,http://113.109.250.162:9999/udp/239.77.0.159:5146
四川卫视,http://113.109.250.162:9999/udp/239.77.0.163:5146
四川卫视,http://222.70.145.55:10010/udp/239.45.1.83:5140
大湾区卫视,http://123.174.106.11:8888/udp/239.1.1.69:8069
大湾区卫视,http://1.70.34.15:8085/udp/239.1.1.69:8069
大湾区卫视,http://113.109.250.162:9999/udp/239.77.0.215:5146
大湾区卫视,http://113.109.250.162:9999/udp/239.77.0.9:5146
大湾区卫视,http://113.109.250.162:9999/udp/239.77.1.12:5146
天津卫视,http://202.99.141.84:8686/rtp/239.253.92.91:8021
天津卫视,http://123.174.106.11:8888/udp/239.1.1.46:8046
天津卫视,http://1.70.34.15:8085/udp/239.1.1.46:8046
天津卫视,http://180.158.201.25:2048/udp/239.45.1.124:5140
天津卫视,http://113.109.250.162:9999/udp/239.77.0.52:5146
天津卫视,http://113.109.250.162:9999/udp/239.77.1.37:5146
天津卫视,http://113.109.250.162:9999/udp/239.77.1.141:5146
天津卫视,http://113.109.250.162:9999/udp/239.77.1.182:5146
天津卫视,http://113.109.250.162:9999/udp/239.77.0.97:5146
天津卫视,http://113.109.250.162:9999/udp/239.77.0.131:5146
天津卫视,http://222.70.145.55:10010/udp/239.45.1.124:5140
宁夏卫视,http://123.174.106.11:8888/udp/239.1.1.56:8056
宁夏卫视,http://1.70.34.15:8085/udp/239.1.1.56:8056
宁夏卫视,http://180.158.201.25:2048/udp/239.45.1.213:5140
宁夏卫视,http://222.70.145.55:10010/udp/239.45.1.213:5140
安徽卫视,http://202.99.141.84:8686/rtp/239.253.92.209:6566
安徽卫视,http://123.174.106.11:8888/udp/239.1.1.44:8044
安徽卫视,http://1.70.34.15:8085/udp/239.1.1.44:8044
安徽卫视,http://180.158.201.25:2048/udp/239.45.1.120:5140
安徽卫视,http://113.109.250.162:9999/udp/239.77.0.50:5146
安徽卫视,http://113.109.250.162:9999/udp/239.77.1.13:5146
安徽卫视,http://113.109.250.162:9999/udp/239.77.1.92:5146
安徽卫视,http://113.109.250.162:9999/udp/239.77.1.157:5146
安徽卫视,http://113.109.250.162:9999/udp/239.77.0.183:5146
安徽卫视,http://222.70.145.55:10010/udp/239.45.1.120:5140
山东卫视,http://202.99.141.84:8686/rtp/239.253.92.207:8109
山东卫视,http://123.174.106.11:8888/udp/239.1.1.47:8047
山东卫视,http://1.70.34.15:8085/udp/239.1.1.47:8047
山东卫视,http://180.158.201.25:2048/udp/239.45.3.238:5140
山东卫视,http://113.109.250.162:9999/udp/239.77.0.53:5146
山东卫视,http://113.109.250.162:9999/udp/239.77.1.66:5146
山东卫视,http://113.109.250.162:9999/udp/239.77.1.142:5146
山东卫视,http://113.109.250.162:9999/udp/239.77.1.153:5146
山东卫视,http://113.109.250.162:9999/udp/239.77.0.94:5146
山东卫视,http://113.109.250.162:9999/udp/239.77.0.132:5146
山东卫视,http://222.70.145.55:10010/udp/239.45.3.238:5140
山东教育卫视,http://202.99.141.84:8686/rtp/239.253.92.106:6135
山东教育卫视,http://123.174.106.11:8888/udp/239.1.1.74:8074
山东教育卫视,http://1.70.34.15:8085/udp/239.1.1.74:8074
山西卫视,http://123.174.106.11:8888/udp/239.1.1.1:8001
山西卫视,http://1.70.34.15:8085/udp/239.1.1.1:8001
山西卫视,http://180.158.201.25:2048/udp/239.45.1.229:5140
山西卫视,http://222.70.145.55:10010/udp/239.45.1.229:5140
广东卫视,http://202.99.141.84:8686/rtp/239.253.92.206:8108
广东卫视,http://123.174.106.11:8888/udp/239.1.1.49:8049
广东卫视,http://1.70.34.15:8085/udp/239.1.1.49:8049
广东卫视,http://180.158.201.25:2048/udp/239.45.3.230:5140
广东卫视,http://113.109.250.162:9999/udp/239.77.1.19:5146
广东卫视,http://113.109.250.162:9999/udp/239.77.1.152:5146
广东卫视,http://113.109.250.162:9999/udp/239.77.0.84:5146
广东卫视,http://113.109.250.162:9999/udp/239.77.0.166:5146
广东卫视,http://113.109.250.162:9999/udp/239.77.0.2:5146
广东卫视,http://113.109.250.162:9999/udp/239.77.1.2:5146
广东卫视,http://222.70.145.55:10010/udp/239.45.3.230:5140
广西卫视,http://202.99.141.84:8686/rtp/239.253.92.76:8043
广西卫视,http://123.174.106.11:8888/udp/239.1.1.40:8040
广西卫视,http://1.70.34.15:8085/udp/239.1.1.40:8040
广西卫视,http://180.158.201.25:2048/udp/239.45.0.5:5140
广西卫视,http://222.70.145.55:10010/udp/239.45.0.5:5140
康巴卫视,http://180.158.201.25:2048/udp/239.45.1.251:5140
康巴卫视,http://222.70.145.55:10010/udp/239.45.1.251:5140
新疆卫视,http://123.174.106.11:8888/udp/239.1.1.59:8059
新疆卫视,http://1.70.34.15:8085/udp/239.1.1.59:8059
新疆卫视,http://180.158.201.25:2048/udp/239.45.1.116:5140
新疆卫视,http://222.70.145.55:10010/udp/239.45.1.116:5140
江苏卫视,http://202.99.141.84:8686/rtp/239.253.92.88:8018
江苏卫视,http://123.174.106.11:8888/udp/239.1.1.35:8035
江苏卫视,http://1.70.34.15:8085/udp/239.1.1.35:8035
江苏卫视,http://180.158.201.25:2048/udp/239.45.3.177:5140
江苏卫视,http://113.109.250.162:9999/udp/239.77.0.48:5146
江苏卫视,http://113.109.250.162:9999/udp/239.77.1.40:5146
江苏卫视,http://113.109.250.162:9999/udp/239.77.1.18:5146
江苏卫视,http://113.109.250.162:9999/udp/239.77.1.149:5146
江苏卫视,http://113.109.250.162:9999/udp/239.77.0.90:5146
江苏卫视,http://113.109.250.162:9999/udp/239.77.0.126:5146
江苏卫视,http://222.70.145.55:10010/udp/239.45.3.177:5140
江西卫视,http://202.99.141.84:8686/rtp/239.253.92.19:6145
江西卫视,http://123.174.106.11:8888/udp/239.1.1.52:8052
江西卫视,http://1.70.34.15:8085/udp/239.1.1.52:8052
江西卫视,http://180.158.201.25:2048/udp/239.45.1.122:5140
江西卫视,http://113.109.250.162:9999/udp/239.77.0.54:5146
江西卫视,http://113.109.250.162:9999/udp/239.77.1.73:5146
江西卫视,http://113.109.250.162:9999/udp/239.77.1.219:5146
江西卫视,http://113.109.250.162:9999/udp/239.77.0.149:5146
江西卫视,http://222.70.145.55:10010/udp/239.45.1.122:5140
河北卫视,http://202.99.141.84:8686/rtp/239.253.92.154:6011
河北卫视,http://123.174.106.11:8888/udp/239.1.1.48:8048
河北卫视,http://1.70.34.15:8085/udp/239.1.1.48:8048
河北卫视,http://180.158.201.25:2048/udp/239.45.1.44:5140
河北卫视,http://113.109.250.162:9999/udp/239.77.0.64:5146
河北卫视,http://113.109.250.162:9999/udp/239.77.1.60:5146
河北卫视,http://113.109.250.162:9999/udp/239.77.1.214:5146
河北卫视,http://113.109.250.162:9999/udp/239.77.0.148:5146
河北卫视,http://222.70.145.55:10010/udp/239.45.1.44:5140
河南卫视,http://202.99.141.84:8686/rtp/239.253.92.137:6144
